default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
no|primary|unknown|divorced|unknown|yes|yes|may|services|96|5|2|55|-1|0|311|no
no|secondary|unknown|divorced|unknown|yes|yes|may|services|398|5|2|37|-1|0|214|no
no|tertiary|unknown|single|unknown|no|no|may|admin.|193|5|2|33|-1|0|132|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|-358|5|2|46|-1|0|358|no
no|secondary|unknown|married|unknown|yes|yes|may|blue-collar|539|5|2|36|-1|0|453|no
no|secondary|unknown|single|unknown|yes|no|may|technician|0|5|2|51|-1|0|364|no
no|primary|unknown|single|unknown|no|no|may|retired|0|5|2|40|-1|0|136|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|490|5|2|42|-1|0|386|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|0|5|2|51|-1|0|173|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|403|5|2|49|-1|0|241|no
no|secondary|unknown|married|unknown|yes|no|may|management|161|5|3|48|-1|0|224|no
no|tertiary|unknown|divorced|unknown|no|no|may|technician|2558|5|2|32|-1|0|148|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|98|5|2|31|-1|0|196|no
no|tertiary|unknown|single|unknown|no|no|may|management|115|5|4|55|-1|0|111|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|436|5|3|40|-1|0|231|no
no|tertiary|unknown|married|unknown|yes|no|may|technician|831|5|3|47|-1|0|316|no
no|unknown|unknown|married|unknown|yes|no|may|technician|206|5|3|57|-1|0|216|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|290|5|2|41|-1|0|240|no
no|secondary|unknown|married|unknown|no|no|may|blue-collar|1|5|3|48|-1|0|669|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|57|5|2|42|-1|0|425|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|-457|5|2|30|-1|0|143|no
no|tertiary|unknown|single|unknown|yes|no|may|management|1387|5|5|58|-1|0|174|no
no|tertiary|unknown|divorced|unknown|yes|no|may|management|24598|5|3|45|-1|0|313|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|30|5|4|49|-1|0|135|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1022|5|2|42|-1|0|146|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|56|5|2|53|-1|0|152|no
yes|secondary|unknown|single|unknown|no|no|may|admin.|-2|5|3|51|-1|0|402|no
no|secondary|unknown|single|unknown|yes|no|may|services|121|5|2|32|-1|0|213|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|842|5|3|41|-1|0|144|no
no|secondary|unknown|divorced|unknown|yes|no|may|management|693|5|3|43|-1|0|124|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|-333|5|2|40|-1|0|183|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1533|5|2|50|-1|0|325|no
no|tertiary|unknown|married|unknown|yes|no|may|management|46|5|4|34|-1|0|39|no
no|unknown|unknown|married|unknown|no|no|may|services|18|5|2|53|-1|0|503|no
no|secondary|unknown|married|unknown|yes|no|may|technician|44|5|4|45|-1|0|95|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-100|5|2|39|-1|0|680|no
no|tertiary|unknown|married|unknown|yes|no|may|services|510|5|4|44|-1|0|421|no
no|tertiary|unknown|married|unknown|yes|no|may|management|685|5|3|55|-1|0|174|no
no|tertiary|unknown|single|unknown|yes|no|may|management|187|5|2|46|-1|0|113|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|66|5|2|45|-1|0|808|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|560|5|3|34|-1|0|198|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|0|5|2|36|-1|0|195|no
no|unknown|unknown|divorced|unknown|no|no|may|blue-collar|27|5|3|59|-1|0|347|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|12|5|2|31|-1|0|208|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|34|5|4|44|-1|0|404|no
no|tertiary|unknown|single|unknown|yes|no|may|entrepreneur|1068|5|2|33|-1|0|396|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|211|5|4|40|-1|0|216|no
no|tertiary|unknown|single|unknown|yes|no|may|admin.|377|5|2|46|-1|0|98|no
no|tertiary|unknown|married|unknown|yes|no|may|management|263|5|2|48|-1|0|350|no
no|secondary|unknown|married|unknown|yes|no|may|services|1263|6|2|42|-1|0|114|no
no|secondary|unknown|married|unknown|yes|no|may|services|8|6|3|27|-1|0|88|no
no|secondary|unknown|married|unknown|yes|yes|may|admin.|126|6|2|48|-1|0|379|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|230|6|3|59|-1|0|190|no
no|tertiary|unknown|married|unknown|yes|no|may|technician|841|6|1|46|-1|0|158|no
no|secondary|unknown|divorced|unknown|yes|no|may|admin.|308|6|1|38|-1|0|102|no
no|tertiary|unknown|divorced|unknown|yes|no|may|management|1|6|1|43|-1|0|306|no
no|tertiary|unknown|divorced|unknown|yes|no|may|admin.|86|6|1|38|-1|0|218|no
no|secondary|unknown|single|unknown|yes|no|may|student|157|6|1|23|-1|0|54|no
no|secondary|unknown|married|unknown|yes|no|may|services|22|6|1|34|-1|0|344|no
no|secondary|unknown|married|unknown|yes|yes|may|admin.|46|6|1|38|-1|0|195|no
no|secondary|unknown|married|unknown|no|no|may|blue-collar|1293|6|1|37|-1|0|652|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|122|6|1|25|-1|0|286|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|131|6|1|48|-1|0|189|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|143|6|1|49|-1|0|83|no
no|secondary|unknown|single|unknown|no|no|may|admin.|393|6|2|38|-1|0|184|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|98|6|1|43|-1|0|235|no
no|tertiary|unknown|married|unknown|yes|no|may|management|0|6|1|33|-1|0|290|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|224|6|1|55|-1|0|232|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|757|6|1|38|-1|0|133|no
no|secondary|unknown|married|unknown|yes|yes|may|services|245|6|1|49|-1|0|318|no
no|secondary|unknown|married|unknown|no|no|may|management|8486|6|3|40|-1|0|260|no
no|unknown|unknown|married|unknown|no|no|may|admin.|350|6|1|43|-1|0|437|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|20|6|1|38|-1|0|402|no
no|secondary|unknown|married|unknown|yes|yes|may|services|1667|6|1|58|-1|0|85|no
no|unknown|unknown|married|unknown|yes|no|may|technician|345|6|1|57|-1|0|125|no
no|secondary|unknown|married|unknown|yes|no|may|unemployed|10|6|4|32|-1|0|501|no
no|tertiary|unknown|married|unknown|yes|yes|may|management|830|6|1|56|-1|0|1201|yes
no|unknown|unknown|divorced|unknown|yes|no|may|blue-collar|29|6|1|58|-1|0|253|no
no|secondary|unknown|divorced|unknown|yes|no|may|retired|545|6|1|60|-1|0|1030|yes
no|tertiary|unknown|married|unknown|yes|no|may|technician|8730|6|1|37|-1|0|149|no
no|tertiary|unknown|divorced|unknown|yes|no|may|technician|477|6|1|46|-1|0|114|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|4|6|1|27|-1|0|243|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|1205|6|2|43|-1|0|769|no
no|secondary|unknown|single|unknown|yes|yes|may|technician|0|6|3|32|-1|0|135|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|263|6|1|40|-1|0|231|no
no|secondary|unknown|married|unknown|no|no|may|admin.|1|6|1|38|-1|0|76|no
no|secondary|unknown|married|unknown|no|yes|may|blue-collar|283|6|1|34|-1|0|199|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|206|6|1|47|-1|0|152|no
no|primary|unknown|married|unknown|yes|no|may|housemaid|17|6|1|42|-1|0|124|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|141|6|1|48|-1|0|424|no
no|tertiary|unknown|single|unknown|yes|no|may|self-employed|16|6|1|29|-1|0|43|no
no|secondary|unknown|married|unknown|yes|no|may|services|206|6|1|50|-1|0|154|no
no|unknown|unknown|married|unknown|no|no|may|technician|7|6|2|52|-1|0|203|no
no|tertiary|unknown|married|unknown|no|no|may|management|0|6|1|50|-1|0|326|no
no|tertiary|unknown|married|unknown|no|no|may|retired|0|6|1|58|-1|0|393|no
no|primary|unknown|divorced|unknown|yes|no|may|blue-collar|1927|6|3|46|-1|0|241|no
no|secondary|unknown|married|unknown|yes|no|may|technician|284|6|1|38|-1|0|483|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|1660|6|1|46|-1|0|259|no
no|secondary|unknown|single|unknown|yes|no|may|services|406|6|1|32|-1|0|227|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|230|6|1|51|-1|0|673|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|-25|6|1|39|-1|0|576|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|182|6|2|48|-1|0|180|no
no|tertiary|unknown|married|unknown|yes|no|may|entrepreneur|1169|6|2|36|-1|0|168|no
no|secondary|unknown|divorced|unknown|yes|no|may|admin.|67|6|1|34|-1|0|90|no
no|secondary|unknown|married|unknown|no|no|may|technician|77|6|1|40|-1|0|505|no
no|secondary|unknown|married|unknown|yes|no|may|unemployed|0|6|1|43|-1|0|245|no
no|primary|unknown|divorced|unknown|yes|yes|may|blue-collar|55|6|1|52|-1|0|186|no
yes|secondary|unknown|married|unknown|yes|no|may|technician|72|6|1|33|-1|0|623|no
no|tertiary|unknown|single|unknown|yes|no|may|management|163|6|3|49|-1|0|496|no
no|tertiary|unknown|single|unknown|yes|no|may|management|151|6|1|32|-1|0|118|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|113|6|1|39|-1|0|342|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|0|6|1|40|-1|0|225|no
no|tertiary|unknown|single|unknown|yes|no|may|technician|9|6|3|38|-1|0|185|no
no|secondary|unknown|married|unknown|yes|no|may|management|375|6|2|43|-1|0|196|no
no|secondary|unknown|married|unknown|yes|no|may|services|1142|6|1|39|-1|0|276|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|2102|6|1|54|-1|0|76|no
no|tertiary|unknown|single|unknown|yes|no|may|technician|4325|6|1|38|-1|0|87|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|217|6|1|40|-1|0|195|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|131|6|1|55|-1|0|744|no
no|tertiary|unknown|married|unknown|yes|no|may|management|1680|6|1|42|-1|0|765|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|0|6|1|39|-1|0|262|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|46|6|1|40|-1|0|119|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|320|6|2|32|-1|0|198|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|183|6|1|55|-1|0|150|no
no|secondary|unknown|married|unknown|no|no|may|blue-collar|39|6|1|45|-1|0|241|no
no|tertiary|unknown|single|unknown|yes|no|may|management|560|6|1|35|-1|0|181|no
no|secondary|unknown|divorced|unknown|no|no|may|technician|469|6|1|58|-1|0|196|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|530|6|1|35|-1|0|149|no
no|primary|unknown|married|unknown|yes|no|may|services|61|6|1|49|-1|0|246|no
no|tertiary|unknown|single|unknown|yes|no|may|technician|242|6|1|34|-1|0|112|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|139|6|2|36|-1|0|309|no
no|secondary|unknown|single|unknown|yes|no|may|self-employed|0|6|1|24|-1|0|278|no
no|secondary|unknown|married|unknown|yes|no|may|technician|367|6|1|34|-1|0|140|no
no|secondary|unknown|divorced|unknown|yes|no|may|admin.|228|6|1|51|-1|0|136|no
no|unknown|unknown|single|unknown|yes|no|may|technician|45248|6|1|39|-1|0|1623|yes
no|unknown|unknown|married|unknown|yes|no|may|self-employed|-84|6|1|50|-1|0|101|no
no|secondary|unknown|single|unknown|yes|no|may|services|310|6|1|32|-1|0|144|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|132|6|1|42|-1|0|238|no
no|secondary|unknown|married|unknown|yes|no|may|technician|797|6|1|50|-1|0|354|no
no|secondary|unknown|married|unknown|no|no|may|services|71|6|1|40|-1|0|79|no
no|unknown|unknown|divorced|unknown|yes|no|may|management|2|6|1|46|-1|0|187|no
no|tertiary|unknown|married|unknown|yes|yes|may|management|231|6|2|37|-1|0|451|no
no|secondary|unknown|married|unknown|yes|yes|may|blue-collar|270|6|1|34|-1|0|159|no
no|secondary|unknown|married|unknown|yes|yes|may|blue-collar|274|6|1|44|-1|0|409|no
no|secondary|unknown|single|unknown|yes|yes|may|admin.|-109|6|1|40|-1|0|170|no
no|secondary|unknown|married|unknown|yes|no|may|technician|1|6|1|37|-1|0|608|yes
yes|secondary|unknown|single|unknown|no|no|may|blue-collar|-60|6|1|33|-1|0|243|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|89|6|2|35|-1|0|145|no
no|secondary|unknown|divorced|unknown|no|no|may|blue-collar|-11|6|1|58|-1|0|112|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|0|6|2|39|-1|0|262|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-509|6|1|43|-1|0|124|no
no|primary|unknown|married|unknown|yes|no|may|unemployed|408|6|1|39|-1|0|53|no
no|primary|unknown|single|unknown|yes|no|may|services|58|6|1|36|-1|0|134|no
no|secondary|unknown|single|unknown|no|yes|may|retired|1640|6|4|57|-1|0|204|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|20|6|1|36|-1|0|186|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|71|6|1|50|-1|0|678|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|52|6|1|55|-1|0|182|no
no|tertiary|unknown|married|unknown|yes|no|may|self-employed|292|6|1|44|-1|0|162|no
no|secondary|unknown|divorced|unknown|yes|no|may|services|424|6|1|44|-1|0|27|no
no|primary|unknown|single|unknown|yes|no|may|housemaid|109|6|3|39|-1|0|699|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|1044|6|1|46|-1|0|43|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|983|6|1|39|-1|0|97|no
no|secondary|unknown|married|unknown|no|no|may|admin.|869|6|1|34|-1|0|1677|yes
no|primary|unknown|married|unknown|yes|no|may|blue-collar|668|6|2|40|-1|0|283|no
no|tertiary|unknown|married|unknown|yes|no|may|management|964|6|1|50|-1|0|323|no
no|secondary|unknown|single|unknown|yes|no|may|management|301|6|1|31|-1|0|82|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|140|6|1|37|-1|0|310|no
no|secondary|unknown|single|unknown|yes|no|may|management|1877|6|1|39|-1|0|185|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1127|6|1|51|-1|0|47|no
no|secondary|unknown|married|unknown|yes|no|may|technician|871|6|1|41|-1|0|145|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|767|6|1|41|-1|0|204|no
no|secondary|unknown|married|unknown|no|no|may|blue-collar|0|6|1|43|-1|0|187|no
no|secondary|unknown|single|unknown|yes|no|may|services|209|6|2|30|-1|0|30|no
no|primary|unknown|divorced|unknown|no|no|may|management|0|6|1|54|-1|0|472|no
no|secondary|unknown|divorced|unknown|yes|yes|may|blue-collar|110|6|1|43|-1|0|448|no
no|tertiary|unknown|divorced|unknown|yes|yes|may|management|-76|6|1|59|-1|0|264|no
no|unknown|unknown|married|unknown|yes|no|may|technician|178|6|1|47|-1|0|169|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-66|6|1|40|-1|0|288|no
no|secondary|unknown|married|unknown|yes|no|may|technician|0|6|2|32|-1|0|176|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|1|6|1|29|-1|0|215|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|0|6|1|36|-1|0|337|no
no|tertiary|unknown|married|unknown|no|no|may|unemployed|5345|6|1|55|-1|0|278|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|-209|6|2|30|-1|0|188|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|0|6|2|39|-1|0|174|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|42|6|2|39|-1|0|226|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|41|6|1|50|-1|0|190|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-99|6|2|44|-1|0|111|no
no|secondary|unknown|single|unknown|yes|no|may|technician|17|6|1|37|-1|0|164|no
no|primary|unknown|married|unknown|yes|yes|may|admin.|276|6|2|46|-1|0|157|no
no|unknown|unknown|single|unknown|no|no|may|technician|-170|6|1|32|-1|0|46|no
no|tertiary|unknown|single|unknown|yes|yes|may|management|230|6|1|37|-1|0|374|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|9|6|1|29|-1|0|349|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|946|6|1|41|-1|0|325|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1297|6|2|45|-1|0|233|no
no|secondary|unknown|divorced|unknown|yes|no|may|retired|-331|6|1|57|-1|0|531|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|44|6|1|48|-1|0|153|no
yes|secondary|unknown|married|unknown|no|no|may|retired|15|6|1|60|-1|0|80|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|712|6|1|26|-1|0|232|no
no|secondary|unknown|married|unknown|yes|no|may|retired|5435|6|1|58|-1|0|118|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|507|6|1|34|-1|0|190|no
no|secondary|unknown|divorced|unknown|yes|no|may|unemployed|387|6|1|55|-1|0|918|yes
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|0|6|1|41|-1|0|238|no
no|secondary|unknown|divorced|unknown|yes|no|may|management|1716|6|1|50|-1|0|82|no
no|secondary|unknown|married|unknown|yes|yes|may|entrepreneur|167|6|3|49|-1|0|198|no
no|unknown|unknown|married|unknown|no|yes|may|admin.|40|6|2|44|-1|0|160|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|148|6|1|44|-1|0|211|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|17|6|1|31|-1|0|120|no
no|tertiary|unknown|single|unknown|yes|no|may|blue-collar|1011|6|1|34|-1|0|136|no
no|unknown|unknown|single|unknown|yes|no|may|management|1527|6|1|46|-1|0|269|no
no|tertiary|unknown|married|unknown|no|no|may|management|744|6|1|42|-1|0|157|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|484|6|1|52|-1|0|128|no
no|tertiary|unknown|single|unknown|yes|no|may|management|0|6|1|29|-1|0|211|no
no|primary|unknown|married|unknown|yes|no|may|retired|136|6|2|53|-1|0|267|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|1335|6|2|43|-1|0|371|no
no|secondary|unknown|married|unknown|yes|no|may|management|517|6|2|38|-1|0|288|no
no|tertiary|unknown|married|unknown|yes|no|may|management|459|6|1|46|-1|0|221|no
no|unknown|unknown|divorced|unknown|yes|no|may|management|549|6|1|48|-1|0|427|no
no|secondary|unknown|divorced|unknown|yes|yes|may|admin.|83|6|1|30|-1|0|310|no
no|primary|unknown|married|unknown|no|no|may|blue-collar|213|6|1|44|-1|0|158|no
no|primary|unknown|married|unknown|yes|no|may|housemaid|203|6|3|31|-1|0|604|no
no|secondary|unknown|single|unknown|yes|no|may|services|518|6|1|42|-1|0|198|no
no|tertiary|unknown|single|unknown|yes|no|may|management|3877|6|1|40|-1|0|145|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|1236|6|1|52|-1|0|247|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|756|6|2|45|-1|0|179|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|157|6|1|48|-1|0|73|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-66|6|2|45|-1|0|263|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|245|6|1|34|-1|0|13|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-144|6|2|34|-1|0|79|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|71|6|1|46|-1|0|416|no
no|secondary|unknown|divorced|unknown|yes|no|may|services|505|6|1|49|-1|0|162|no
no|primary|unknown|married|unknown|yes|no|may|technician|249|6|1|50|-1|0|129|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|0|6|1|34|-1|0|150|no
no|secondary|unknown|single|unknown|yes|no|may|unemployed|11|6|1|40|-1|0|43|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|639|6|1|36|-1|0|191|no
no|unknown|unknown|divorced|unknown|yes|no|may|blue-collar|124|6|1|59|-1|0|26|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|82|6|1|45|-1|0|250|no
no|tertiary|unknown|married|unknown|yes|no|may|self-employed|107|6|1|36|-1|0|146|no
no|secondary|unknown|married|unknown|yes|no|may|services|473|6|1|56|-1|0|416|no
no|secondary|unknown|divorced|unknown|yes|yes|may|services|372|6|2|42|-1|0|121|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|46|6|2|30|-1|0|114|no
no|tertiary|unknown|single|unknown|yes|no|may|student|34|6|1|30|-1|0|289|no
no|unknown|unknown|married|unknown|yes|no|may|self-employed|935|6|1|47|-1|0|225|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-10|6|1|33|-1|0|123|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|-106|6|2|36|-1|0|130|no
no|primary|unknown|divorced|unknown|yes|no|may|services|471|6|2|39|-1|0|161|no
no|secondary|unknown|divorced|unknown|yes|no|may|admin.|778|6|2|56|-1|0|149|no
no|unknown|unknown|divorced|unknown|yes|no|may|blue-collar|170|6|2|39|-1|0|268|no
no|secondary|unknown|married|unknown|yes|no|may|technician|315|6|2|42|-1|0|259|no
